text,label
hotspot users gain free net calls people using wireless net hotspots will soon be able to make free phone calls as well as surf the net.  wireless provider broadreach and net telephony firm skype are rolling out a service at 350 hotspots around the uk this week. users will need a skype account - downloadable for free - and they will then be able to make net calls via wi-fi without paying for net access. skype allows people to make free pc-based calls to other skype users.  users of the system can also make calls to landlines and mobiles for a fee. the system is gaining in popularity and now has 28 million users around the world. its paid service - dubbed skype out - has so far attracted 940 000 users. it plans to add more paid services with forthcoming launches of video conferencing  voice mail and skype in  a service which would allow users to receive phone calls from landlines and mobiles. london-based software developer connectotel has unveiled software that will expand the sms functions of skype  allowing users to send text messages to mobile phones from the service. broadreach networks has around two million users and hotspots in places such as virgin megastores  the travelodge chain of hotels and all london s major rail terminals. the company is due to launch wi-fi on virgin trains later in the year.  skype s success at spreading the world about internet telephony is well-known and we are delighted to be offering free access to skype users in our hotspots   commented broadreach chief executive magnus mcewen-king.,tech
benitez deflects blame from dudek liverpool manager rafael benitez has refused to point the finger of blame at goalkeeper jerzy dudek after portsmouth claimed a draw at anfield.  dudek fumbled a cross before lomana lualua headed home an injury-time equaliser  levelling after steven gerrard put liverpool ahead. benitez said:  it was difficult for jerzy. it was an unlucky moment.  he was expecting a cross from matthew taylor and it ended up like a shot  so i don t blame him for what happened.  benitez admitted it was a costly loss of two points by liverpool  who followed up their derby defeat against everton with a disappointing draw. he said:  we had many opportunities but didn t score and  in the end  a 1-0 lead was not enough.  if you don t have any chances you have to think of other things  but when you are creating so many chances as we are there is nothing you can say to the players. it was a pity.  we lost two points  but we have one more point in the table. now we have another difficult game against newcastle and we have to recover quickly from that.,sport
quiksilver moves for rossignol shares of skis rossignol  the world s largest ski-maker  have jumped as much as 15% on speculation that it will be bought by us surfwear firm quiksilver.  the owners of rossignol  the boix-vives family  are said to be considering an offer from quiksilver. analysts believe other sporting goods companies may now take a closer look at rossignol  prompting an auction and pushing the sale price higher. nike and k2 have previously been mentioned as possible suitors.  rossignol shares touched 17.70 euros  before falling back to trade 7.8% higher at 16.60 euros. european sporting goods companies have seen foreign revenues squeezed by a slump in the value of the us dollar  making a takeover more attractive  analysts said. companies such as quiksilver would be able to cut costs by selling rossignol skis through their shops  they added. the boix-vives family is thought to have spent the past couple of years sounding out possible suitors for rossignol  which also makes golf equipment  snowboards and sports clothing.,business
us economy still growing says fed most areas of the us saw their economy continue to expand in december and early january  the us federal reserve said in its latest beige book report.  of the 12 us regions it identifies for the study  11 showed stronger economic growth  with only the cleveland area falling behind with a  mixed  rating. consumer spending was higher in december than november  and festive sales were also up on 2003. the employment picture also improved  the fed said.   labour markets firmed in a number of districts  but wage pressures generally remained modest   the beige book said.  several districts reported higher prices for building materials and manufacturing inputs  but most reported steady or only slightly higher overall price levels.  the report added that residential real estate activity remained strong and that commercial real estate activity strengthened in most districts.  office leasing was especially brisk in washington dc  and new york city  two of the nation s strongest commercial markets   the fed said.,business
s korean lender faces liquidation creditors of south korea s top credit card firm have said they will put the company into liquidation if its ex-parent firm fails to back a bail-out.  lg card s creditors have given lg group until wednesday to sign up to a $1.1bn rescue package. the firm avoided bankruptcy thanks to a $4.5bn bail-out in january 2004  which gave control to the creditors. lg group has said any package should reflect the firm s new ownership  and it will not accept an unfair burden. at least seven million people in south korea use lg card s plastic for purchases.  lg card s creditors have threatened parent group lg group with penalties if it fails to respond to their demands.   creditors would seek strong financial sanctions against lg group if lg card is liquidated   said yoo ji-chang  governor of korean development bank (kdb) - one of the card firm s major creditors. lg group has said providing further help to the credit card issuer could hurt its corporate credibility and could spark shareholder lawsuits. it says it wants  fair and reasonable guidelines  on splitting the financial burden with the creditors  who now own 99.3% of lg card. the creditors have asked the government to mediate to avoid any risk to the stability of financial markets  kdb said. analysts believe a compromise is likely.  lg group knows the impact on consumer demand and the national economy from a liquidation of lg card   said kim yungmin  an equity strategist at dongwon investment trust management.  lg card almost collapsed in 2003 due to an increase in overdue credit card bills after the bursting of a credit bubble. the firm returned to profit in september 2004  but now needs a capital injection to avoid being delisted from the korea stock exchange. the exchange can delist a company if its debt exceeds its assets for two years running. lg card s creditors fear that such a move would triggered massive debt redemption requests that could bankrupt the firm  which owes about $12.05bn.  eventually  lg group will have to participate  but they have been stalling to try to earn better concessions   said mr kim.,business
fannie mae  should restate books  us mortgage company fannie mae should restate its earnings  a move that is likely to put a billion-dollar dent in its accounts  watchdogs have said.  the securities & exchange commission accused fannie mae of using techniques that  did not comply in material respects  with accounting standards. fannie mae last month warned that some records were incorrect. the other main us mortgage firm freddie mac restated earnings by $5bn (£2.6bn) last year after a probe of its books. the sec s comments are likely to increase pressure on congress to strengthen supervision of fannie mae and freddie mac.  the two firms are key parts of the us financial system and effectively underwrite the mortgage market  financing nearly half of all american house purchases and dealing actively in bonds and other financial instruments. the investigation of freddie mac in june 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the office of federal housing enterprise oversight (ofheo)  the industry s main regulator. having been pricked into action  the ofheo turned its attention to fannie may and in september this year said that the firm had tweaked its books to spread earnings more smoothly across quarters and play down the amount of risk it had taken on. the sec found similar problems. the watchdog s chief accountant donald nicolaisen said that  fannie mae s methodology of assessing  measuring and documenting hedge ineffectiveness was inadequate and was not supported  by generally accepted accounting principles.,business
what high-definition will do to dvds first it was the humble home video  then it was the dvd  and now hollywood is preparing for the next revolution in home entertainment - high-definition.  high-definition gives incredible  3d-like pictures and surround sound. the dvd disks and the gear to play them will not be out for another year or so  and there at are still a number of issues to be sorted out. but when high-definition films do come out on the new format dvds  it will profoundly change home entertainment. for rick dean  director of business development for digital content company thx  a high-definition future is an exciting prospect. he has worked on the star wars dvd trilogy  finding nemo  the incredibles and indiana jones.  there was a time not so long ago when the film world and the video world were two completely separate worlds   he told the bbc news website.   the technology we are dealing with now means they are very much conjoined.  the film that we see in theatres is coming from the same digital file that we take the home video master   he says. but currently  putting a master feature film onto dvd requires severe compression because current dvd technology cannot hold as much as high-definition films demand.  as much as you compress the picture data rate wise  you also take qualities away from the picture that we fight so hard to keep in the master   he explains.  i would love to be able to show people what projects that we worked on really look like in the high-def world and i find it very exciting.   high-definition dvds can hold up to six times more data than the dvds we are used to. it will take time though to persuade people who spent money on dvd players to buy the different players and displays required to watch high-definition dvds in 18 months  time. mr dean is confident though:  i think if they see real hd [high-definition]  not some heavily compressed version of it  there is such a remarkable difference.  i have heard comments from people who say the images pop off the screen.   high-definition will mean some changes for those working behind the scenes too. on the whole  producing films for high-definition dvds will be easier in some ways because less compression is needed. equally  it may mean hollywood studios ask for more to be put onto the average dvd.  when we master movies right now  our data rates are running at about 1.2 gigabits per second   says mr dean.  our dvds that we put out today have to be squashed down to about five or six megabits per second.  that s a huge amount of compression that has to be applied - about 98%. so if you have anything that allows more space  you don t have to compress so hard.  studios could fit a lot more marketing material  games  and features  onto high-capacity dvds. currently  an entire dvd project can take up to three months  says mr dean. although the step of down-converting will be bypassed  this will realistically only save a day s work  says mr dean. one of the most time consuming elements is building dvd navigation and menu systems. on the fairly complex star wars disks  making sure the menu buttons worked took 45 human hours alone. if studios want to cash in on the extra space  it could mean extra human hours  for which someone has to pay.  if the decision on the studio side is that they are going to put a lot more on these disks  it could be more expensive because of all the extra navigation that is required.  and if studios do focus on delivering more  added value content   thinks mr dean  ultimately it could mean that they will want more money for it. those costs could filter down to the price ticket on a high-definition dvd. but if the consumer is not willing to pay a premium price  studios will listen  thinks mr dean.  high-definition throws up other challenge to film makers and dvd production alike. more clarity on screen means film makers have to make doubly sure that attention to detail is meticulous.  when we did the first hd version of star wars episode i  everybody was very sun-tanned  but that was make-up.  in the hd version of episode i  all these make-up lines showed up   explains mr dean. the restoration of the older star wars episodes revealed some interesting items too.   there are scans of a corridor [on the death star] and fairly plainly in one of those shots  there is a file cabinet stuck behind one of the doorways.  you never used to be able to see it because things are just blurred enough during the pan that you just didn t see it.  what high-definition revolution ultimately means is that the line between home entertainment and cinema worlds will blur. with home theatre systems turning living rooms into cinemas  this line blurs even further. it could also mean that how we get films  and in what format  will widen.  in the future we are going to look towards file delivery over ip [internet protocol - broadband]  giving a dvd-like experience from the set-top box to the hard drive   says mr dean. but that is some time off for most  and for now  people still like to show off something physical in their bookshelves.,tech
blair dismisses quit claim report tony blair has dismissed reports he told gordon brown he would quit before the next general election.   you don t do deals over jobs like this   the prime minister told bbc one s breakfast with frost programme. according to a new book  brown s britain  mr blair went back on a pledge to make way for mr brown after cabinet allies intervened in june 2004. mr blair said the claims were  reheated from six months ago  and that he was concentrating on running the country. mr blair said:  i ve dealt with this six months ago. i said then you don t do deals over jobs like this - you don t.   what both of us are actually concentrating on are the issues that concern the country.  the book  by sunday telegraph journalist robert peston and serialised in the newspaper  said the pair had  mutual animosity and contempt  for each other.  it claims tony blair felt by november 2003 he had lost voters  trust because of the iraq war and that he was no longer an asset to the labour party. and that at a dinner hosted by deputy prime minister john prescott he told mr brown of his intention to stand down. according to mr peston the prime minister said:  help me to get through the year and i will then stand down.  but he then changed his mind in june 2004  following intervention from allies in the cabinet and the suspicion that the chancellor was deliberately manoeuvring against him  according to the book.  mr peston told bbc news:  my understanding is that they are not nearly as close or as friendly as they once were.  what the book says is there is now a pretty profound mutual mistrust  mutual animosity.  i think in public you see this double-act pretending everything is alright  but in private i don t think the relationship is good because brown  understandably  feels deeply betrayed - particularly over this issue of the leadership.  but  in a wide-ranging bbc interview covering issues such as the asian tsunami disaster  the middle east peace process and northern ireland  mr blair said:  when you get to the top in politics you get this huge swell around you.  all sorts of people make all sorts of claims and counter-claims.  he admitted to a  sense of frustration  about the allegations which he said had been made  countless times .  there has been fresh speculation of a rift recently  following their separate responses to the asian tsunami. these rumours were fuelled by mr blair s decision to hold his monthly media conference at the same time as a long-planned speech by mr brown on uk plans to tackle global poverty with a new  marshall plan  for africa. there was speculation the pair were trying to outdo each other s response to the disaster. but the prime minister said he had discussed these claims with the chancellor and dismissed them as a  load of nonsense . former welfare minister frank field mp said the prime minister should sack mr brown  but did not believe mr blair was strong enough to do so.  tory leader michael howard accused the prime minister and mr brown of  squabbling like schoolboys . he told sky news  sunday with adam boulton:  this is the politics of the playground and britain really does deserve better.  the liberal democrat parliamentary chairman matthew taylor said the personal ambition of mr blair and mr brown was  getting in the way of good government .  either they need to grow up and put their squabbles to one side or they cannot expect the electorate to support a divided government at the next election.  during the interview mr blair also said the former home secretary david blunkett would play a  big role  at the general election.,politics
japanese banking battle at an end japan s sumitomo mitsui financial has withdrawn its takeover offer for rival bank ufj holdings  enabling the latter to merge with mitsubishi tokyo.  sumitomo bosses told counterparts at ufj of its decision on friday  clearing the way for it to conclude a 3 trillion yen ($29bn) deal with mitsubishi. the deal would create the world s biggest bank with assets of about 189 trillion yen ($1.8 trillion). sumitomo s exit ends the most high profile fight in japanese bank history.  ufj holdings  japan s fourth-largest bank  has been at the centre of a fierce bid battle over the last year. sumitomo  japan s third-largest bank  tabled a higher offer for ufj than its rival  valuing the company at $35bn.  however  ufj s management was known to prefer the offer from mitsubishi tokyo financial group (mtfg)  japan s second-largest bank. concerns were also raised about sumitomo s ability to absorb ufj and the former has now admitted defeat.  we believe the market and most investors accept a ufj-mtfg merger   sumitomo said in a statement.  given the ongoing integration of ufj and mtfg operations  persisting with our proposal may not be in the best interests of our shareholders or ufj s.   mitsubishi s takeover of ufj - which will be japan s largest-ever takeover deal - will still have to be approved by shareholders of the two firms. however  this is expected to be a formality. sumitomo may now turn its attention to deepening its ties with daiwa securities  another japanese financial firm. the two are set to merge their venture capital operations and there has been speculation that this could lead to a full-blown merger. japanese banks are increasingly seeking alliances to boost profits.,business
saab to build cadillacs in sweden general motors  the world s largest car maker  has confirmed that it will build a new medium-sized cadillac bls at its loss-making saab factory in sweden.  the car  unveiled at the geneva motor show  is intended to compete in the medium-sized luxury car market. it will not be sold in the us  said gm europe president carl-peter forster. as part of its efforts to make the us marque appeal to european drivers  the car will be the first cadillac with a diesel engine.  gm s announcement should go some way to allay fears of the saab factory s closure. the factory in trollhaettan has been at the centre of rumours about gm s planned severe cutbacks in its troubled european operations. but the group s new commitment to the swedish factory may not be welcomed by the group s opel workers in ruesselsheim  germany. they may now have to face a larger proportion of gm s cuts.  neither will the announcement be seen as unalloyed good news in sweden  since it reflects saab s failure to make significant inroads into the lucrative european luxury car market. for years  saab has consistently said it is competing head-on with bmw  mercedes and jaguar. the segment s leaders do not agree.  gm s plans to build the american marque in sweden is part of its efforts to push it as an alternative luxury brand for european drivers. in the us  it has long been established as an upmarket brand - even the presidential limousine carries the badge. yet it could prove tough for cadillac to steal market share from the majors in europe. other luxury car makers  most notably the toyota subsidiary lexus  have enjoyed tremendous success in the us without managing to make significant inroads in europe. there  german marques mercedes benz and bmw have retained their stranglehold on the luxury market.  bringing cadillac production to sweden should help introduce desperately-needed scale to the saab factory  which currently produces fewer than 130 000 cars per year. that is about half of what major car makers consider sufficient numbers for profitable operations  and saab is losing money fast - albeit with losses halved in 2004 to $200m (£104m; 151m euros) from $500m the previous year. beyond the 12 000 job cuts announced last year at its european operations  gm is reducing expenditure by building saabs  opels - badged as vauxhalls in the uk - and now cadillacs on the same framework  and by allowing the different brands to share parts. another way to further reduce saab s losses could be to shift some of the production of saabs to the us  a market where drivers have adopted it as an upmarket european car. doing so would remove the exposure to the weak us dollar  which is making saabs more expensive to us consumers. but not everyone in the industry agree that it would be the best way forward.  we know that in five years the us dollar will be stronger than it is today   the chief executive of a leading european car maker told bbc news. the current trend towards us production was  stupid   he said.  in a separate announcement  gm unveiled a new scheme to allow european consumers the chance to test drive its opel and vauxhall models. it is to deploy a fleet of 35 000 test cars across 40 countries  inviting potential buyers to try out a vehicle for 24-hours. it follows a similar initiative by gm in the us. gm said it wanted to change  customers  perceptions  about opel and vauxhall cars  showing them that the quality had improved in recent years.,business
online games play with politics after bubbling under for some time  online games broke through onto the political arena in 2004.  the us presidential election provided a showcase for many  aimed at talking directly to a generation that has grown up with joysticks and gamepads. experts say this reflects how video games are becoming a mainstream part of culture and society. the first official political campaign game was technically launched during the last week of 2003: the iowa game  commissioned by the democrat hopeful howard dean. more than 20 followed suit  including frontrunner  elections  president forever and the political machine  which allowed players to run an entire presidential campaign  including having to cope with the media. others helped raise the stakes during the bush/kerry contest by highlighting a candidate s virtues or his vices.  the phenomenon has astonished the forefathers of political games  a handful of multi-discipline games enthusiasts keen to push frontiers.   when i started researching political games at the university  about five years ago  i thought it was going to be something that would take decades to happen   said gonzalo frasca  computer games specialist at the information technology university of copenhagen.  i must admit that i was the first person to be surprised at seeing how fast they have evolved   added the uruguayan-born researcher  who has so far created games for two political campaigns. many artists and designers are experimenting with this form of gaming with an agenda in projects such as newsgaming.com. the aim is to comment on international news events via games.  the ability of games to simulate reality makes them a powerful modelling tool to interact with actual situations in an original way.   video games generate strong reactions mainly because they are new  but also because our culture needs to learn how to deal with simulation   mr frasca told the bbc news website. this was the case with the one he created for a political party in uruguay  cambiemos  an online puzzle game that offered a view on how the country s problems could be solved by working together.  it s up to us to explore what we can learn from ourselves through play and video games.  ultimately  dr frasca sees games as a small laboratory where we can play with our hopes  fears and beliefs.  children learn a lot about the world through play. there is no reason why we adults should stop doing it as we grow up.   but experts estimate it will still take at least about a decade until this new breed of video gaming communication become a common tool for political campaigns.  this is hardly surprising  compared to other forms of mass media like the worldwide web. only a few years ago  most politicians did not have a webpage  while now it is almost a must-have. dr frasca said:  political campaigns will continue to experiment with video games. they represent a new tool of communication that can reach a younger audience in a language that can clearly speak to them.   it will not replace other forms of political propaganda  but it will integrate itself on to the media ecology of political campaigns.,tech
federer forced to dig deep top seed roger federer had to save two match points before squeezing past juan carlos ferrero at the dubai open.  the world number one took two hours 15 minutes to earn his 4-6 6-3 7-6 victory  saving match points at 6-4 in the tiebreak before claiming it 8-6. federer made a number of unforced errors early on  allowing ferrero to take advantage and claim the first set. but the swiss star hit back to reach the quarter-finals  where he will face seventh seed russian mikhail youzhny. the russian beat germany s rainer schuettler 7-5 6-4. federer was not unduly worried despite being taken to three sets for the third consecutive match. the world number one was forced to go the distance against ivan ljubicic in the rotterdam final and against ivo minar in the first round in dubai.  i definitely had a slow start again and to come back every time is quite an effort   he said.  i haven t been playing well  but i ve been coming through. i m winning the crucial points and that shows i m on top of my game when i have to be.,sport
elvis fans hold birthday bash elvis fans around the world have been marking the legendary singer s 70th birthday on saturday.  a three-day elvis convention took place in blackpool  england  over the weekend with the aim of finding the best european elvis impersonator. his graceland  tennessee  home was the focus for us celebrations with four days of events including a concert by the memphis symphony orchestra. elvis  single jailhouse rock became the uk s number one on sunday. fans in france celebrated with a tribute concert by elvis cover bands and a special exhibition of memorabilia is on display in bonn  germany.  jailhouse rock is now the 999th number one single in uk pop history. record company sonybmg are releasing elvis  18 number one singles at the rate of one a week in britain  complete with original artwork and a collector s box. hit single one night will follow next week - with the chance of becoming the 1 000th number one as interest surrounding elvis  birthday grows. hmv spokesman gennaro castaldo said:  it would be a fantastic and truly fitting way to celebrate elvis  landmark birthday.,entertainment
bush to get  tough  on deficit us president george w bush has pledged to introduce a  tough  federal budget next february in a bid to halve the country s deficit in five years.  the us budget and its trade deficit are both deep in the red  helping to push the dollar to lows against the euro and fuelling fears about the economy. mr bush indicated there would be  strict discipline  on non-defence spending in the budget. the vow to cut the deficit had been one of his re-election declarations. the federal budget deficit hit a record $412bn (£211.6bn) in the 12 months to 30 september and $377bn in the previous year.   we will submit a budget that fits the times   mr bush said.  it will provide every tool and resource to the military  will protect the homeland  and meet other priorities of the government.  the us has said it is committed to a strong dollar. but the dollar s weakness has hit european and asian exporters and lead to calls for us intervention to boost the currency. mr bush  however  has said the best way to halt the dollar s slide is to deal with the us deficit.  it s a budget that i think will send the right signal to the financial markets and to those concerned about our short-term deficits   mr bush added.  as well  we ve got to deal with the long-term deficit issues.,business
battered dollar hits another low the dollar has fallen to a new record low against the euro after data fuelled fresh concerns about the us economy.  the greenback hit $1.3516 in thin new york trade  before rallying to $1.3509. the dollar has weakened sharply since september when it traded about $1.20  amid continuing worries over the levels of the us trade and budget deficits. meanwhile  france s finance minister has said the world faced  economic catastrophe  unless the us worked with europe and asia on currency controls. herve gaymard said he would seek action on the issue at the next meeting of g7 countries in february. ministers from european and asian governments have recently called on the us to strengthen the dollar  saying the excessively high value of the euro was starting to hurt their export-driven economies.  it s absolutely essential that at the meeting of the g7 our american friends understand that we need coordinated management at the world level   said mr gaymard.  thursday s new low for the dollar came after data was released showing year-on-year sales of new homes in the us had fallen 12% in november - with some analysts saying this could indicate problems ahead for consumer activity.  commerce department data also showed consumer spending - which drives two thirds of the us economy - grew just 0.2% last month. the figure was weaker than forecast - and fell short of the 0.8% rise in october. the official us policy is that it supports a strong dollar but many market observers believe it is happy to let the dollar fall because of the boost to its exporters.  the us government has faced pressure from exporter organisations which have publicly stated the currency still has further to fall from  abnormal and dangerous heights  set in 2002. the us says it will let market forces determine the dollar s strength rather than intervene directly. statements from president bush in recent weeks highlighting his aim to cut the twin us deficits have prompted slight upturns in the currency. but while some observers said the quiet trade on thursday had exacerbated small moves in the market  most agree the underlying trend remains downwards. the dollar has now fallen for a third consecutive year and analysts are forecasting a further  albeit less dramatic weakening  in 2005.  i can see it finishing the year around $1.35 and we can see that it s going to be a steady track upward for the euro/dollar in 2005  finishing the year around $1.40   said adrian hughes  currency strategist with hsbc in london.,business
france starts digital terrestrial france has become the last big european country to launch a digital terrestrial tv (dtt) service.  initially  more than a third of the population will be able to receive 14 free-to-air channels. despite the long wait for a french dtt roll-out  the new platform s backers hope to emulate the success of its uk free-to-air counterpart  freeview. recent figures from the uk s regulator ofcom showed freeview was more popular than the sky digital satellite service. in the three months to september 2004  almost five times as many people signed up to the uk s free-to-air dtt service compared with sky. almost 60% of uk households have gone digital on at least one television set through cable  satellite or freeview.  the french dtt platform is known as tnt  which stands for tv numerique terrestre or digital terrestrial television. but it is being branded as television numerique pour tous  or  digital television for all . tnt is a joint venture between public broadcaster france televisions and a handful of cable and satellite operators. digital terrestrial tv will launch as a free-to-air platform to start with  adding pay-tv channels later. thirty-five contenders have bid for an additional eight frequencies on top of the 14 already allocated.  a couple of years ago  dtt had a bad image   said olivier gerolami  chief operating officer of tnt.   but everyone s impressed with dtt in the uk  italy and germany  and they realise it is a very good idea.  france is the poorest market in europe in terms of free-to-air national channels  so it has the potential to be one of the biggest dtt markets   mr gerolami added in remarks quoted by the us entertainment industry paper variety. tnt aims to reach 35% of france s population at launch  from 17 transmission sites. the transmission area will initially include paris  lille  lyon and toulouse. eventually there will be 115 sites reaching over 80% of homes. digital terrestrial set-top boxes are available from as little as 70 euros (£50). a recent survey by mediametrie found that 70% of people interviewed were aware of dtt  and 25% were planning to buy a digital receiver. consumer electronics companies such as nokia  sagem  sony and thomson are gearing up for production. the conseil superieur de l audiovisuel (csa)  the french broadcasting regulator  said:  following the recent success of freeview in the uk  some manufacturers are optimistic about sales prospects . media analysts believe that initially the majority of viewers will buy inexpensive set-top boxes that are unable to support interactive services. the csa said the current aim of reaching 85% of the population by 2007 was achievable  but the future of the remaining tv viewers required action by the public sector. for the most part  they are people living in mountainous or border areas  which will remain beyond the reach of digital terrestrial tv for years.  up to 15 pay-tv channels will launch on dtt between september 2005 and march 2006. leading pay-tv operators canal plus and tps have submitted bids to market bouquets of channels. free-to-air services will be broadcast in mpeg-2 format. but pay-tv operators will be allowed to broadcast in mpeg-4 - a much better compression technology - which will potentially allow for high-definition (hd) subscription services in the future. tnt expects between 700 000 and one million dtt set-top boxes to be sold in 2005.  it is difficult to tell how quickly it will take off   said mr gerolami   but we re optimistic that it will revolutionise television in france.  other analysts were less optimistic  predicting consumers would now be less likely to sign up for pay-tv subscriptions.  we think free dtt could put brakes on the underlying growth of pay-tv in france   said henri de bodinat  vice-president of the arthur d. little consultancy.,tech
a decade of good website design the web looks very different today than it did 10 years ago.  back in 1994  yahoo had only just launched  most websites were text-based and amazon  google and ebay had yet to appear. but  says usability guru dr jakob nielsen  some things have stayed constant in that decade  namely the principles of what makes a site easy to use. dr nielsen has looked back at a decade of work on usability and considered whether the 34 core guidelines drawn up back then are relevant to the web of today.  roughly 80% of the things we found 10 years ago are still an issue today   he said.  some have gone away because users have changed and 10% have changed because technology has changed.   some design crimes  such as splash screens that get between a user and the site they are trying to visit  and web designers indulging their artistic urges have almost disappeared  said dr nielsen.   but there s great stability on usability concerns   he told the bbc news website. dr nielsen said the basic principles of usability  centring around ease of use and clear thinking about a site s total design  were as important as ever.  it s necessary to be aware of these things as issues because they remain as such   he said. they are still important because the net has not changed as much as people thought it would.  a lot of people thought that design and usability was only a temporary problem because broadband was taking off   he said.  but there are a very small number of cases where usability issues go away because you have broadband.   dr nielsen said the success of sites such as google  amazon  ebay and yahoo showed that close attention to design and user needs was important.  those four sites are extremely profitable and extremely successful   said dr nielsen  adding that they have largely defined commercial success on the net.   all are based on user empowerment and make it easy for people to do things on the internet   he said.  they are making simple but powerful tools available to the user.  none of them have a fancy or glamorous look   he added  declaring himself surprised that these sites have not been more widely copied. in the future  dr nielsen believes that search engines will play an even bigger part in helping people get to grips with the huge amount of information online.  they are becoming like the operating system to the internet   he said. but  he said  the fact that they are useful now does not meant that they could not do better. currently  he said  search sites did not do a very good job of describing the information that they return in response to queries. often people had to look at a website just to judge whether it was useful or not. tools that watch the behaviour of people on websites to see what they actually find useful could also help refine results. research by dr nielsen shows that people are getting more sophisticated in their use of search engines. the latest statistics on how many words people use on search engines shows that  on average  they use 2.2 terms. in 1994 only 1.3 words were used.  i think it s amazing that we have seen a doubling in a 10-year period of those search terms   said dr nielsen.  you can hear more from jakob nielsen and web design on the bbc world service programme  go digital,tech
blair rejects iraq advice calls tony blair has rejected calls for the publication of advice on the legality of the iraq war amid growing calls for an investigation.  the prime minister told his monthly press conference the matter had been dealt with by the attorney general. earlier  conservative mp michael mates joined calls for a probe into claims lord goldsmith s statement to parliament was drawn up at number 10. mr blair said the statement was a  fair summary  of lord goldsmith s opinion.   that s what he (lord goldsmith) said and that s what i say. he has dealt with this time and time and time again   mr blair told his monthly news conference in downing street. he refused to answer further questions on the issue  saying it had been dealt with  literally scores of times and the position has not changed . lord goldsmith has denied being  leaned on  and says the words written were his.  the government refuses to publish his advice on the legality of the war - saying such papers have always been kept confidential. mr mates  who is a member of the commons intelligence and security committee and was part of the butler inquiry into pre-war intelligence  told the bbc on friday:  that  as a general rule  is right  but it s not an absolute rule.  he said there had been other occasions when advice had been published  most recently regarding prince charles s marriage plans. the government could not pick and choose when to use the convention  he said.  mr mates added:  we discovered that there were two or three occasions in the past when law officers  advice to the government has been published.  and this may be one of those special occasions... when it would be in the public interest to see the advice which the attorney general gave to the prime minister.  this is argument was rejected by mr blair  who said:  firstly  we haven t broken the precedent  and secondly peter goldsmith has made his statement and i have got absolutely nothing to add to it.  in a book published this week  philippe sands qc  a member of cherie blair s matrix chambers  says lord goldsmith warned tony blair on 7 march 2003 that the iraq war could be illegal without a second un resolution sanctioning military action.  but a short statement about lord goldsmith s position was presented in a written parliamentary answer on 17 march 2003 - just before a crucial commons vote on the military action. mr sands  book suggests it was actually written by home office minister lord falconer and downing street adviser baroness morgan. former minister clare short  who resigned from the government over the iraq war  said it was the same statement that was earlier shown to the cabinet as it discussed military action. she told the bbc the full advice should have been attached  according to the ministerial code.   my view is we need the house of lords to set up a special committee  summon the attorney  get all the papers out  look at exactly what happened   she said. the conservatives and liberal democrats say they want the publication of the full legal advice given by the attorney general. on thursday  lord goldsmith said his statement had not been  written by or at number 10 .  in my parliamentary answer on march 17 2003  i explained my genuinely held independent view  that military action was lawful under the existing security council resolutions   he said.,politics
standard life concern at lse bid standard life is the latest shareholder in deutsche boerse to express concern at the german stock market operator s plans to buy the london stock exchange.  it said deutsche boerse had to show why its planned £1.35bn ($2.5bn) offer for the lse was good for shareholder value. reports say standard life  which owns a 1% stake in deutsche boerse  may seek a shareholder vote on the issue. fellow shareholders us-based hedge fund atticus capital and uk-based tci fund management have also expressed doubts.  deutsche boerse s supervisory board has approved the possible takeover of the lse despite the signs of opposition from investors.  the onus is on deutsche boerse s management to demonstrate why the purchase of the lse creates more value for shareholders than other strategies  such as a buyback   said richard moffat  investment director of uk equities at standard life investments. atticus capital  holding 2% of deutsche boerse  wants it to buy back its own shares rather than buy the lse. and tci which holds about 5%  has made a request for an extraordinary shareholders meeting to be held to vote on replacing the company s entire supervisory board. it has also demanded that shareholders be consulted about the proposed acquisition  and whether the operator of the frankfurt stock exchange should return $500m (£266m) to shareholders instead.  in december  deutsche boerse  which also owns the derivatives market eurex and the clearing firm clearstream  put an informal offer of 530 pence per lse share on the table. however  the lse said the cash offer  undervalued  both its own business and the benefits of such a tie-up. since then an improved offer from deutsche boerse has been anticipated as its management has continued talks with lse chief executive clara furse. but the london exchange is also holding talks with deutsche boerse s rival euronext  which operates the amsterdam  brussels  lisbon and paris exchanges  as well as london-based international derivatives market liffe.,business
